Nondimensionalised mobility scalars, generated 05/09/2023 22:40:01. Time to generate 3h02m42s
             s'          lambda           gamma              xa              ya              yb              xc              yc              xg              yg              yh              xm              ym              zm 
 2.50000000e+00  1.00000000e-01  1.00000000e+00  8.98766579e-01  6.42999886e-01 -2.65030747e-01  3.84691028e-01 -1.89658788e-01 -4.49820862e-01 -7.10404787e-02  4.81201371e-01  7.02625291e-04 -1.41210658e-04 -2.05915596e-04
 2.60000000e+00  1.00000000e-01  0.00000000e+00  9.99765373e-01  9.99925560e-01  1.05011880e-04  9.99998267e-01  9.99552781e-01  2.19640843e-04 -1.74494087e-05 -7.67308829e-05  1.00049421e+00  1.00003693e+00  1.00002972e+00
 2.60000000e+00  1.00000000e-01  1.00000000e+00  8.77831459e-01  6.11061488e-01 -2.44849160e-01  3.41981236e-01 -1.69448690e-01 -4.30414795e-01 -6.07239383e-02  4.27754825e-01  7.04489530e-04 -1.80539597e-04 -1.69103227e-04
 2.70000000e+00  1.00000000e-01  0.00000000e+00  9.99769628e-01  9.99945116e-01  8.03412907e-05  9.99998720e-01  9.99644581e-01  2.14548514e-04 -1.72168846e-05 -7.82147721e-05  1.00048026e+00  1.00004540e+00  1.00002037e+00
 2.70000000e+00  1.00000000e-01  1.00000000e+00  8.57084148e-01  5.82296854e-01 -2.26943455e-01  3.05369995e-01 -1.51753284e-01 -4.11156316e-01 -5.22190862e-02  3.81925852e-01  6.93089135e-04 -2.04892221e-04 -1.39958903e-04
 2.80000000e+00  1.00000000e-01  0.00000000e+00  9.99777150e-01  9.99959040e-01  6.21261917e-05  9.99999044e-01  9.99714905e-01  2.05196826e-04 -1.59837267e-05 -7.50944522e-05  1.00045412e+00  1.00005064e+00  1.00001417e+00
 2.80000000e+00  1.00000000e-01  1.00000000e+00  8.36670421e-01  5.56235050e-01 -2.10961464e-01  2.73804863e-01 -1.36315816e-01 -3.92348480e-01 -4.51540732e-02  3.42415752e-01  6.73095387e-04 -2.18747253e-04 -1.16658302e-04
 2.90000000e+00  1.00000000e-01  0.00000000e+00  9.99786802e-01  9.99969095e-01  4.85029473e-05  9.99999278e-01  9.99769415e-01  1.93319304e-04 -1.43482297e-05 -6.97044279e-05  1.00042130e+00  1.00005306e+00  1.00000999e+00
 2.90000000e+00  1.00000000e-01  1.00000000e+00  8.16694632e-01  5.32501311e-01 -1.96626129e-01  2.46444963e-01 -1.22840510e-01 -3.74179561e-01 -3.92448953e-02  3.08174939e-01  6.47772724e-04 -2.25224348e-04 -9.78696453e-05
 3.00000000e+00  1.00000000e-01  0.00000000e+00  9.99797718e-01  9.99976447e-01  3.81993733e-05  9.99999450e-01  9.99812095e-01  1.80158003e-04 -1.26256270e-05 -6.33862507e-05  1.00038561e+00  1.00005329e+00  1.00000713e+00
 3.00000000e+00  1.00000000e-01  1.00000000e+00  7.97228584e-01  5.10790336e-01 -1.83713011e-01  2.22612438e-01 -1.11050410e-01 -3.56760695e-01 -3.42714712e-02  2.78353952e-01  6.19394120e-04 -2.26532776e-04 -8.26018231e-05
 3.10000000e+00  1.00000000e-01  0.00000000e+00  9.99809262e-01  9.99981883e-01  3.03280616e-05  9.99999577e-01  9.99845810e-01  1.66569462e-04 -1.09747254e-05 -5.68969186e-05  1.00034957e+00  1.00005196e+00  1.00000515e+00
 3.10000000e+00  1.00000000e-01  1.00000000e+00  7.78319080e-01  4.90849479e-01 -1.72036872e-01  2.01756559e-01 -1.00702821e-01 -3.40150613e-01 -3.00613500e-02  2.52261837e-01  5.89531426e-04 -2.24251939e-04 -7.01068463e-05
 3.20000000e+00  1.00000000e-01  0.00000000e+00  9.99820980e-01  9.99985944e-01  2.42596240e-05  9.99999672e-01  9.99872660e-01  1.53122440e-04 -9.46814149e-06 -5.06475058e-05  1.00031473e+00  1.00004961e+00  1.00000376e+00
 3.20000000e+00  1.00000000e-01  1.00000000e+00  7.59994013e-01  4.72467225e-01 -1.61442840e-01  1.83426692e-01 -9.15904933e-02 -3.24372432e-01 -2.64781435e-02  2.29333163e-01  5.59260676e-04 -2.19517388e-04 -5.98137723e-05
