'D'-form resistance scalars, generated 26/04/2020 20:38:12
             s'          lambda           gamma              XA              YA              YB              XC              YC              XG              YG              YH              XM              YM              ZM
 4.30000000e+00  1.00000000e-02  0.00000000e+00  3.56649087e-06  1.01434736e-06 -9.66663184e-08  8.09796674e-13  5.50693489e-08  1.95955678e-06  1.02357577e-08  5.82894802e-09  9.40514220e-07  1.23940191e-09  4.17665902e-13
 4.30000000e+00  1.00000000e-02  1.00000000e+00 -4.23421531e-06 -4.55708557e-07  2.59598827e-07 -1.29710287e-15 -5.09320233e-12 -3.04837650e-06 -2.74860009e-08 -5.28570170e-13  4.76614902e-10  9.88735886e-12 -2.74599750e-16
 4.40000000e+00  1.00000000e-02  0.00000000e+00  3.11762673e-06  9.84018438e-07 -7.77309323e-08  6.73461287e-13  4.33571075e-08  1.60388736e-06  7.86082619e-09  4.38275163e-09  7.54510896e-07  8.90733709e-10  3.53495011e-13
 4.40000000e+00  1.00000000e-02  1.00000000e+00 -3.60515332e-06 -3.83689140e-07  2.14005740e-07 -9.81532303e-16 -4.22871003e-12 -2.54391900e-06 -2.16400295e-08 -4.19418596e-13  3.88003343e-10  7.58954487e-12 -1.96957726e-16
 4.50000000e+00  1.00000000e-02  0.00000000e+00  2.75055037e-06  9.59775125e-07 -6.28803261e-08  5.62661029e-13  3.43477367e-08  1.31848634e-06  6.07951115e-09  3.31924235e-09  6.08084927e-07  6.45537401e-10  3.00204306e-13
 4.50000000e+00  1.00000000e-02  1.00000000e+00 -3.08116534e-06 -3.24657120e-07  1.77331728e-07 -7.48515141e-16 -3.51944309e-12 -2.13152893e-06 -1.71431996e-08 -3.33927242e-13  3.17357810e-10  5.86522667e-12 -1.42594433e-16
 2.00001000e+00  1.00000000e-01  0.00000000e+00  1.50284981e+03  3.85150264e-01 -4.06181040e-01  2.02087414e-04  4.32063793e-01  1.50291604e+03  1.76973763e-01  1.84959780e-01  1.00198855e+03  1.64737469e-01  1.84680728e-04
 2.00001000e+00  1.00000000e-01  1.00000000e+00 -1.50285156e+03 -3.90295649e-01  4.11370397e-01 -2.03000132e-04  9.62704198e-03 -1.50291782e+03 -1.79134158e-01  7.58121993e-03  1.00150881e+02  2.52115367e-02 -1.88595246e-04
 2.00002000e+00  1.00000000e-01  0.00000000e+00  7.51517204e+02  3.55714186e-01 -3.74871899e-01  2.01780547e-04  3.98465426e-01  7.51578749e+02  1.63192608e-01  1.70450219e-01  5.01093897e+02  1.51685026e-01  1.84424582e-04
 2.00002000e+00  1.00000000e-01  1.00000000e+00 -7.51518957e+02 -3.60859571e-01  3.80061257e-01 -2.02693264e-04  8.78787084e-03 -7.51580527e+02 -1.65353002e-01  6.93261685e-03  5.00648522e+01  2.31065009e-02 -1.88339100e-04
 2.00005000e+00  1.00000000e-01  0.00000000e+00  3.00704792e+02  3.16808796e-01 -3.33492912e-01  2.00935762e-04  3.54063349e-01  3.00760148e+02  1.44977681e-01  1.51273360e-01  2.00544036e+02  1.34432879e-01  1.83719432e-04
 2.00005000e+00  1.00000000e-01  1.00000000e+00 -3.00706545e+02 -3.21954181e-01  3.38682269e-01 -2.01848480e-04  7.67998833e-03 -3.00761925e+02 -1.47138076e-01  6.07610558e-03  2.00144086e+01  2.03271633e-02 -1.87633949e-04
 2.00010000e+00  1.00000000e-01  0.00000000e+00  1.50424041e+02  2.87388374e-01 -3.02204926e-01  1.99645278e-04  3.20493090e-01  1.50474720e+02  1.31202732e-01  1.36772170e-01  1.00350632e+02  1.21385465e-01  1.82642251e-04
 2.00010000e+00  1.00000000e-01  1.00000000e+00 -1.50425794e+02 -2.92533759e-01  3.07394284e-01 -2.00557996e-04  6.84404581e-03 -1.50476497e+02 -1.33363126e-01  5.42950804e-03  9.99850364e+00  1.82296724e-02 -1.86556769e-04
 2.00020000e+00  1.00000000e-01  0.00000000e+00  7.52747859e+01  2.57985148e-01 -2.70940179e-01  1.97274355e-04  2.86953706e-01  7.53207957e+01  1.17434599e-01  1.22280176e-01  5.02449029e+01  1.08343572e-01  1.80663216e-04
 2.00020000e+00  1.00000000e-01  1.00000000e+00 -7.52765389e+01 -2.63130533e-01  2.76129536e-01 -1.98187073e-04  6.01164973e-03 -7.53225732e+01 -1.19594993e-01  4.78511346e-03  4.99136472e+00  1.61404691e-02 -1.84577734e-04
 2.00050000e+00  1.00000000e-01  0.00000000e+00  3.01724487e+01  2.19167453e-01 -2.29679694e-01  1.90919772e-04  2.42709077e-01  3.02123113e+01  9.92544363e-02  1.03150208e-01  2.01684796e+01  9.11195903e-02  1.75358977e-04
 2.00050000e+00  1.00000000e-01  1.00000000e+00 -3.01742016e+01 -2.24312838e-01  2.34869051e-01 -1.91832490e-04  4.92185258e-03 -3.02140888e+01 -1.01414831e-01  3.93983637e-03  1.98825770e+00  1.34033947e-02 -1.79273495e-04
 2.00100000e+00  1.00000000e-01  0.00000000e+00  1.51284828e+01  1.89876359e-01 -1.98566471e-01  1.81503699e-04  2.09371015e-01  1.51637306e+01  8.55307547e-02  8.87181720e-02  1.01330126e+01  7.81137107e-02  1.67499280e-04
 2.00100000e+00  1.00000000e-01  1.00000000e+00 -1.51302358e+01 -1.95021744e-01  2.03755829e-01 -1.82416417e-04  4.11258150e-03 -1.51655081e+01 -8.76911491e-02  3.30980646e-03  9.88135825e-01  1.13682315e-02 -1.71413797e-04
 2.00200000e+00  1.00000000e-01  0.00000000e+00  7.59780254e+00  1.60867403e-01 -1.67794589e-01  1.67020604e-04  1.76444071e-01  7.62847662e+00  7.19691846e-02  7.44708320e-02  5.10645549e+00  6.52831635e-02  1.55701860e-04
 2.00200000e+00  1.00000000e-01  1.00000000e+00 -7.59954324e+00 -1.65958158e-01  1.72933544e-01 -1.67185376e-04  3.32881261e-03 -7.63024180e+00 -7.41112133e-02  2.69696521e-03  4.88890864e-01  9.39373803e-03 -1.59183912e-04
 2.00500000e+00  1.00000000e-01  0.00000000e+00  3.06709192e+00  1.23120818e-01 -1.27862378e-01  1.31106164e-04  1.33837695e-01  3.09185284e+00  5.43628323e-02  5.60136042e-02  2.07808408e+00  4.86540202e-02  1.26567192e-04
